CAS - wppływ paramtru beta : a = 1 beta = 7

gr17,1,2085,
2135,1340
gr21.tsp,1,2707,
2760,1615
gr96.tsp,1,55209,
65222,105488
pr152.tsp,1,73682,
80735,418739
kroB200.tsp,1,29437,
34585,887786
rbg323.atsp,1,1326,
1688,1200224
pcb442.tsp,1,50778,
59932,1200556

CAS - wppływ paramtru alfa:  a= 7 b = 1


gr17,1,2085,
2416,677
gr21.tsp,1,2707,
3073,1233
gr96.tsp,1,55209,
69769,100593
pr152.tsp,1,73682,
85342,462602
kroB200.tsp,1,29437,
37602,1133777
rbg323.atsp,1,1326,
1701,1200260
pcb442.tsp,1,50778,
61122,1200856
